STATION,DATE,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USC00306047,20101025,47.7,18.4,56.9,38.5,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101026,47.3,18.4,56.5,38.1,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101027,47,18.3,56.1,37.8,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101028,46.6,18.3,55.8,37.5,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101029,46.3,18.2,55.4,37.2,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101030,45.9,18.2,55,36.9,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101031,45.6,18.1,54.7,36.5,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101101,45.3,18.1,54.3,36.2,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101102,44.9,18,53.9,35.9,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101103,44.6,18,53.5,35.6,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101104,44.2,17.9,53.2,35.3,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101105,43.9,17.8,52.8,35,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101106,43.5,17.8,52.4,34.6,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101107,43.2,17.7,52,34.3,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101108,42.8,17.6,51.7,34,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101109,42.5,17.6,51.3,33.7,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101110,42.1,17.5,50.9,33.4,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101111,41.8,17.4,50.5,33.1,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101112,41.5,17.3,50.1,32.8,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101113,41.1,17.3,49.7,32.5,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101114,40.8,17.2,49.4,32.2,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101115,40.4,17.1,49,31.9,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101116,40.1,17,48.6,31.6,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101117,39.7,16.9,48.2,31.3,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101118,39.4,16.8,47.8,31,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101119,39,16.7,47.4,30.7,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101120,38.7,16.6,47,30.4,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101121,38.3,16.4,46.6,30.1,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101122,38,16.3,46.2,29.8,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101123,37.7,16.2,45.8,29.6,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101124,37.3,16.1,45.4,29.3,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101125,37,16,45,29,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101126,36.6,15.8,44.6,28.7,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101127,36.3,15.7,44.1,28.4,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101128,36,15.6,43.7,28.2,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101129,35.6,15.5,43.3,27.9,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101130,35.3,15.3,42.9,27.6,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101201,34.9,15.2,42.6,27.3,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101202,34.6,15.1,42.2,27.1,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101203,34.3,15,41.8,26.8,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101204,34,14.9,41.4,26.5,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101205,33.6,14.7,41,26.3,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101206,33.3,14.6,40.6,26,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101207,33,14.5,40.2,25.7,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101208,32.6,14.4,39.9,25.4,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101209,32.3,14.3,39.5,25.2,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101210,32,14.2,39.1,24.9,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101211,31.7,14.2,38.8,24.6,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101212,31.4,14.1,38.4,24.3,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101213,31.1,14,38.1,24.1,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101214,30.8,14,37.7,23.8,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101215,30.5,13.9,37.4,23.5,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101216,30.2,13.9,37.1,23.2,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101217,29.9,13.9,36.8,22.9,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101218,29.6,13.8,36.5,22.6,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101219,29.3,13.8,36.2,22.4,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101220,29,13.8,35.9,22.1,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101221,28.7,13.8,35.6,21.8,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101222,28.4,13.8,35.3,21.5,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101223,28.2,13.8,35.1,21.2,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101224,27.9,13.9,34.8,21,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101225,27.6,13.9,34.6,20.7,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101226,27.4,13.9,34.3,20.4,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101227,27.1,14,34.1,20.1,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101228,26.9,14,33.9,19.9,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101229,26.6,14.1,33.7,19.6,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101230,26.4,14.2,33.5,19.3,-9999,-9999,-9999,-9999
GHCND:USC00306047,20101231,26.2,14.2,33.3,19.1,-9999,-9999,-9999,-9999
GHCND:USW00094745,20100101,29.2,13.8,36.1,22.4,9.4,5.4,10.1,9.5
GHCND:USW00094745,20100102,29.1,13.8,36,22.2,9.5,5.4,10.2,9.5
GHCND:USW00094745,20100103,28.9,13.8,35.8,22,9.6,5.4,10.3,9.6
GHCND:USW00094745,20100104,28.8,13.8,35.7,21.8,9.6,5.5,10.3,9.7
GHCND:USW00094745,20100105,28.6,13.9,35.6,21.7,9.7,5.5,10.4,9.8
GHCND:USW00094745,20100106,28.5,13.9,35.5,21.5,9.8,5.5,10.4,9.8
GHCND:USW00094745,20100107,28.4,13.9,35.4,21.4,9.8,5.6,10.5,9.9
GHCND:USW00094745,20100108,28.3,14,35.3,21.3,9.9,5.6,10.5,10
GHCND:USW00094745,20100109,28.2,14,35.2,21.2,9.9,5.7,10.6,10.1
GHCND:USW00094745,20100110,28.1,14.1,35.1,21.1,10,5.7,10.6,10.1
GHCND:USW00094745,20100111,28,14.1,35.1,21,10,5.7,10.6,10.2
GHCND:USW00094745,20100112,28,14.1,35.1,20.9,10,5.8,10.6,10.2
GHCND:USW00094745,20100113,27.9,14.2,35,20.9,10,5.8,10.6,10.2
GHCND:USW00094745,20100114,27.9,14.2,35,20.8,10,5.8,10.6,10.3
GHCND:USW00094745,20100115,27.9,14.2,35,20.8,10,5.8,10.6,10.3
GHCND:USW00094745,20100116,27.9,14.3,35,20.7,10,5.9,10.6,10.3
GHCND:USW00094745,20100117,27.9,14.3,35,20.7,10,5.9,10.6,10.3
GHCND:USW00094745,20100118,27.9,14.3,35,20.7,10,5.9,10.6,10.3
GHCND:USW00094745,20100119,27.9,14.4,35.1,20.7,10,6,10.6,10.3
GHCND:USW00094745,20100120,27.9,14.4,35.1,20.7,10,6,10.5,10.3
GHCND:USW00094745,20100121,27.9,14.5,35.2,20.7,10,6,10.5,10.3
GHCND:USW00094745,20100122,28,14.5,35.2,20.7,9.9,6,10.5,10.2
GHCND:USW00094745,20100123,28,14.6,35.3,20.7,9.9,6,10.4,10.2
GHCND:USW00094745,20100124,28.1,14.6,35.4,20.8,9.8,6.1,10.4,10.1
GHCND:USW00094745,20100125,28.1,14.6,35.5,20.8,9.8,6.1,10.4,10.1
GHCND:USW00094745,20100126,28.2,14.7,35.6,20.9,9.7,6,10.3,10
GHCND:USW00094745,20100127,28.3,14.7,35.7,20.9,9.7,6.1,10.2,10
GHCND:USW00094745,20100128,28.4,14.8,35.8,21,9.6,6.1,10.2,9.9
GHCND:USW00094745,20100129,28.5,14.8,35.9,21,9.5,6.1,10.1,9.8
GHCND:USW00094745,20100130,28.6,14.9,36,21.1,9.4,6.1,10.1,9.7
GHCND:USW00094745,20100131,28.7,15,36.1,21.2,9.4,6.1,10,9.6
GHCND:USW00094745,20100201,28.8,15,36.3,21.3,9.3,6.1,9.9,9.6
GHCND:USW00094745,20100202,28.9,15.1,36.4,21.4,9.2,6,9.9,9.5
GHCND:USW00094745,20100203,29,15.1,36.6,21.4,9.1,6,9.8,9.4
GHCND:USW00094745,20100204,29.1,15.2,36.7,21.5,9,6,9.8,9.3
GHCND:USW00094745,20100205,29.3,15.2,36.9,21.6,9,6,9.7,9.2
GHCND:USW00094745,20100206,29.4,15.3,37,21.7,8.9,6,9.7,9.2
GHCND:USW00094745,20100207,29.5,15.4,37.2,21.8,8.8,6,9.6,9.1
GHCND:USW00094745,20100208,29.7,15.4,37.4,22,8.8,6,9.6,9
GHCND:USW00094745,20100209,29.8,15.5,37.6,22.1,8.7,6,9.6,9
GHCND:USW00094745,20100210,30,15.6,37.8,22.2,8.7,6,9.6,8.9
GHCND:USW00094745,20100211,30.1,15.6,38,22.3,8.6,6,9.5,8.8
GHCND:USW00094745,20100212,30.3,15.7,38.2,22.4,8.6,6,9.5,8.8
GHCND:USW00094745,20100213,30.5,15.8,38.4,22.6,8.5,6,9.5,8.7
GHCND:USW00094745,20100214,30.6,15.9,38.6,22.7,8.5,6.1,9.5,8.7
GHCND:USW00094745,20100215,30.8,15.9,38.8,22.8,8.5,6.1,9.5,8.6
GHCND:USW00094745,20100216,31,16,39,23,8.5,6.1,9.5,8.6
GHCND:USW00094745,20100217,31.2,16.1,39.2,23.1,8.4,6.1,9.5,8.6
GHCND:USW00094745,20100218,31.3,16.1,39.4,23.3,8.4,6.1,9.5,8.6
GHCND:USW00094745,20100219,31.5,16.2,39.6,23.4,8.4,6.1,9.5,8.5
GHCND:USW00094745,20100220,31.7,16.3,39.9,23.6,8.4,6.2,9.6,8.5
GHCND:USW00094745,20100221,31.9,16.4,40.1,23.7,8.4,6.2,9.6,8.5
GHCND:USW00094745,20100222,32.1,16.4,40.3,23.9,8.4,6.2,9.6,8.5
GHCND:USW00094745,20100223,32.3,16.5,40.6,24.1,8.4,6.3,9.6,8.5
GHCND:USW00094745,20100224,32.5,16.6,40.8,24.3,8.4,6.3,9.6,8.5
GHCND:USW00094745,20100225,32.8,16.6,41.1,24.4,8.4,6.4,9.6,8.5
GHCND:USW00094745,20100226,33,16.7,41.3,24.6,8.4,6.4,9.7,8.4
GHCND:USW00094745,20100227,33.2,16.8,41.6,24.8,8.4,6.4,9.7,8.4
GHCND:USW00094745,20100228,33.4,16.8,41.8,25,8.4,6.5,9.7,8.4
GHCND:USW00094745,20100301,33.7,16.9,42.1,25.2,8.4,6.5,9.7,8.4
GHCND:USW00094745,20100302,33.9,16.9,42.4,25.4,8.4,6.5,9.8,8.4
GHCND:USW00094745,20100303,34.2,17,42.7,25.7,8.4,6.5,9.8,8.3
GHCND:USW00094745,20100304,34.4,17,42.9,25.9,8.3,6.6,9.8,8.3
GHCND:USW00094745,20100305,34.7,17.1,43.2,26.1,8.3,6.6,9.8,8.2
GHCND:USW00094745,20100306,34.9,17.1,43.5,26.4,8.3,6.6,9.8,8.2
GHCND:USW00094745,20100307,35.2,17.2,43.8,26.6,8.2,6.6,9.7,8.1
GHCND:USW00094745,20100308,35.5,17.2,44.1,26.8,8.2,6.7,9.7,8.1
GHCND:USW00094745,20100309,35.7,17.3,44.4,27.1,8.2,6.7,9.7,8
GHCND:USW00094745,20100310,36,17.3,44.7,27.4,8.2,6.7,9.7,8
GHCND:USW00094745,20100311,36.3,17.4,45,27.6,8.1,6.7,9.7,8
GHCND:USW00094745,20100312,36.6,17.4,45.3,27.9,8.1,6.8,9.7,7.9
GHCND:USW00094745,20100313,36.9,17.4,45.6,28.2,8.1,6.8,9.7,7.9
GHCND:USW00094745,20100314,37.2,17.5,46,28.5,8.1,6.8,9.7,7.9
GHCND:USW00094745,20100315,37.5,17.5,46.3,28.8,8,6.9,9.7,7.8
GHCND:USW00094745,20100316,37.9,17.5,46.6,29.1,8,6.9,9.7,7.8
GHCND:USW00094745,20100317,38.2,17.6,47,29.4,8,7,9.7,7.7
GHCND:USW00094745,20100318,38.5,17.6,47.3,29.7,8,7,9.7,7.7
GHCND:USW00094745,20100319,38.8,17.6,47.7,30,7.9,7,9.7,7.6
GHCND:USW00094745,20100320,39.2,17.7,48,30.3,7.9,7,9.7,7.6
GHCND:USW00094745,20100321,39.5,17.7,48.4,30.7,7.9,7.1,9.7,7.6
GHCND:USW00094745,20100322,39.9,17.7,48.7,31,7.9,7.1,9.7,7.5
GHCND:USW00094745,20100323,40.2,17.7,49.1,31.3,7.9,7.1,9.7,7.5
GHCND:USW00094745,20100324,40.6,17.8,49.4,31.7,7.8,7.1,9.7,7.4
GHCND:USW00094745,20100325,40.9,17.8,49.8,32,7.8,7.1,9.7,7.4
GHCND:USW00094745,20100326,41.3,17.8,50.2,32.4,7.8,7.1,9.6,7.3
GHCND:USW00094745,20100327,41.6,17.9,50.6,32.7,7.7,7.1,9.6,7.3
GHCND:USW00094745,20100328,42,17.9,51,33.1,7.7,7.1,9.6,7.2
GHCND:USW00094745,20100329,42.4,17.9,51.3,33.4,7.7,7.1,9.6,7.2
GHCND:USW00094745,20100330,42.7,18,51.7,33.8,7.6,7.1,9.6,7.1
GHCND:USW00094745,20100331,43.1,18,52.1,34.1,7.6,7.1,9.6,7
GHCND:USW00094745,20100401,43.5,18,52.5,34.5,7.6,7.2,9.6,7
GHCND:USW00094745,20100402,43.9,18.1,52.9,34.8,7.6,7.2,9.6,7
GHCND:USW00094745,20100403,44.2,18.1,53.3,35.2,7.5,7.2,9.6,6.9
GHCND:USW00094745,20100404,44.6,18.1,53.7,35.5,7.5,7.2,9.6,6.9
GHCND:USW00094745,20100405,45,18.2,54.1,35.9,7.5,7.3,9.6,6.8
GHCND:USW00094745,20100406,45.3,18.2,54.4,36.2,7.4,7.3,9.6,6.8
GHCND:USW00094745,20100407,45.7,18.3,54.8,36.6,7.4,7.3,9.6,6.7
GHCND:USW00094745,20100408,46.1,18.3,55.2,36.9,7.4,7.3,9.6,6.7
GHCND:USW00094745,20100409,46.4,18.3,55.6,37.3,7.4,7.4,9.6,6.7
GHCND:USW00094745,20100410,46.8,18.4,56,37.6,7.4,7.4,9.6,6.6
GHCND:USW00094745,20100411,47.2,18.4,56.4,37.9,7.4,7.4,9.6,6.6
GHCND:USW00094745,20100412,47.5,18.5,56.8,38.3,7.4,7.4,9.6,6.6
GHCND:USW00094745,20100413,47.9,18.5,57.2,38.6,7.3,7.4,9.6,6.5
GHCND:USW00094745,20100414,48.2,18.6,57.5,38.9,7.3,7.4,9.6,6.5
GHCND:USW00094745,20100415,48.6,18.7,57.9,39.3,7.3,7.4,9.6,6.5
GHCND:USW00094745,20100416,48.9,18.7,58.3,39.6,7.2,7.4,9.5,6.4
GHCND:USW00094745,20100417,49.3,18.8,58.7,39.9,7.2,7.4,9.5,6.4
GHCND:USW00094745,20100418,49.6,18.8,59,40.2,7.1,7.4,9.4,6.3
GHCND:USW00094745,20100419,50,18.9,59.4,40.5,7.1,7.4,9.4,6.3
GHCND:USW00094745,20100420,50.3,18.9,59.8,40.8,7,7.4,9.3,6.3
GHCND:USW00094745,20100421,50.6,19,60.1,41.1,7,7.4,9.3,6.2
GHCND:USW00094745,20100422,50.9,19,60.5,41.4,7,7.4,9.3,6.2
GHCND:USW00094745,20100423,51.3,19.1,60.8,41.7,6.9,7.4,9.2,6.2
GHCND:USW00094745,20100424,51.6,19.2,61.2,42,6.9,7.4,9.2,6.2
GHCND:USW00094745,20100425,51.9,19.2,61.5,42.3,6.9,7.4,9.1,6.1
GHCND:USW00094745,20100426,52.2,19.3,61.8,42.6,6.8,7.4,9.1,6.1
GHCND:USW00094745,20100427,52.5,19.3,62.2,42.9,6.8,7.4,9,6.1
GHCND:USW00094745,20100428,52.8,19.3,62.5,43.2,6.7,7.4,9,6
GHCND:USW00094745,20100429,53.1,19.4,62.8,43.4,6.7,7.4,8.9,6
GHCND:USW00094745,20100430,53.4,19.4,63.2,43.7,6.6,7.4,8.9,6
GHCND:USW00094745,20100501,53.7,19.5,63.5,44,6.6,7.4,8.9,6
GHCND:USW00094745,20100502,54,19.5,63.8,44.3,6.6,7.4,8.9,6
GHCND:USW00094745,20100503,54.3,19.5,64.1,44.6,6.6,7.4,8.8,6
GHCND:USW00094745,20100504,54.6,19.6,64.4,44.9,6.6,7.4,8.8,6
GHCND:USW00094745,20100505,54.9,19.6,64.7,45.1,6.5,7.4,8.8,6
GHCND:USW00094745,20100506,55.2,19.6,65,45.4,6.5,7.4,8.8,6
GHCND:USW00094745,20100507,55.5,19.6,65.3,45.7,6.5,7.4,8.8,5.9
GHCND:USW00094745,20100508,55.8,19.6,65.6,46,6.5,7.4,8.7,5.9
GHCND:USW00094745,20100509,56.1,19.6,65.9,46.3,6.5,7.4,8.7,5.9
GHCND:USW00094745,20100510,56.4,19.6,66.2,46.6,6.5,7.4,8.7,5.9
GHCND:USW00094745,20100511,56.7,19.6,66.5,46.9,6.5,7.4,8.7,5.9
GHCND:USW00094745,20100512,57,19.6,66.8,47.2,6.5,7.4,8.7,5.9
GHCND:USW00094745,20100513,57.3,19.6,67.1,47.5,6.5,7.4,8.7,6
GHCND:USW00094745,20100514,57.6,19.6,67.4,47.8,6.5,7.4,8.7,6
GHCND:USW00094745,20100515,57.9,19.6,67.7,48.1,6.5,7.3,8.7,6
GHCND:USW00094745,20100516,58.2,19.6,68,48.4,6.5,7.3,8.7,6
GHCND:USW00094745,20100517,58.5,19.5,68.3,48.8,6.5,7.3,8.7,6
GHCND:USW00094745,20100518,58.8,19.5,68.6,49.1,6.5,7.3,8.7,6
GHCND:USW00094745,20100519,59.2,19.5,68.9,49.4,6.5,7.3,8.7,6
GHCND:USW00094745,20100520,59.5,19.4,69.2,49.8,6.5,7.2,8.6,6
GHCND:USW00094745,20100521,59.8,19.4,69.5,50.1,6.5,7.2,8.6,6
GHCND:USW00094745,20100522,60.1,19.3,69.8,50.4,6.5,7.2,8.6,6
GHCND:USW00094745,20100523,60.4,19.3,70.1,50.8,6.5,7.2,8.6,6.1
GHCND:USW00094745,20100524,60.8,19.2,70.4,51.1,6.5,7.1,8.6,6.1
GHCND:USW00094745,20100525,61.1,19.2,70.7,51.5,6.5,7.1,8.6,6.1
GHCND:USW00094745,20100526,61.4,19.1,71,51.9,6.5,7.1,8.6,6.1
GHCND:USW00094745,20100527,61.8,19.1,71.3,52.2,6.6,7,8.6,6.1
GHCND:USW00094745,20100528,62.1,19,71.6,52.6,6.6,7,8.6,6.1
GHCND:USW00094745,20100529,62.4,18.9,71.9,53,6.6,7,8.5,6.1
GHCND:USW00094745,20100530,62.8,18.9,72.2,53.3,6.6,6.9,8.5,6.1
GHCND:USW00094745,20100531,63.1,18.8,72.5,53.7,6.5,6.9,8.5,6.1
GHCND:USW00094745,20100601,63.4,18.8,72.8,54.1,6.5,6.8,8.4,6.1
GHCND:USW00094745,20100602,63.8,18.7,73.1,54.4,6.5,6.8,8.4,6.1
GHCND:USW00094745,20100603,64.1,18.6,73.4,54.8,6.5,6.7,8.3,6.1
GHCND:USW00094745,20100604,64.5,18.6,73.8,55.2,6.5,6.6,8.3,6.1
GHCND:USW00094745,20100605,64.8,18.5,74.1,55.6,6.4,6.6,8.2,6.1
GHCND:USW00094745,20100606,65.1,18.5,74.4,55.9,6.4,6.5,8.1,6.1
GHCND:USW00094745,20100607,65.5,18.4,74.7,56.3,6.4,6.5,8.1,6.1
GHCND:USW00094745,20100608,65.8,18.3,75,56.6,6.3,6.4,8,6
GHCND:USW00094745,20100609,66.2,18.3,75.3,57,6.3,6.3,7.9,6
GHCND:USW00094745,20100610,66.5,18.2,75.6,57.4,6.2,6.3,7.8,6
GHCND:USW00094745,20100611,66.8,18.2,75.9,57.7,6.1,6.2,7.7,5.9
GHCND:USW00094745,20100612,67.1,18.1,76.2,58,6.1,6.2,7.6,5.9
GHCND:USW00094745,20100613,67.4,18.1,76.5,58.4,6,6.1,7.5,5.8
GHCND:USW00094745,20100614,67.7,18.1,76.8,58.7,5.9,6.1,7.4,5.8
GHCND:USW00094745,20100615,68,18,77.1,59,5.9,6,7.3,5.8
GHCND:USW00094745,20100616,68.3,18,77.3,59.3,5.8,6,7.2,5.8
GHCND:USW00094745,20100617,68.6,18,77.6,59.7,5.8,6,7.2,5.7
GHCND:USW00094745,20100618,68.9,17.9,77.9,59.9,5.7,5.9,7.1,5.7
GHCND:USW00094745,20100619,69.2,17.9,78.1,60.2,5.7,5.9,7,5.6
GHCND:USW00094745,20100620,69.5,17.9,78.4,60.5,5.6,5.8,7,5.6
GHCND:USW00094745,20100621,69.7,17.9,78.6,60.8,5.6,5.8,6.9,5.6
GHCND:USW00094745,20100622,70,17.8,78.9,61,5.5,5.8,6.8,5.5
GHCND:USW00094745,20100623,70.2,17.8,79.1,61.3,5.5,5.7,6.8,5.5
GHCND:USW00094745,20100624,70.4,17.8,79.3,61.5,5.4,5.7,6.7,5.4
GHCND:USW00094745,20100625,70.6,17.8,79.5,61.7,5.4,5.7,6.7,5.4
GHCND:USW00094745,20100626,70.9,17.8,79.7,62,5.3,5.6,6.6,5.4
GHCND:USW00094745,20100627,71.1,17.8,79.9,62.2,5.3,5.6,6.5,5.3
GHCND:USW00094745,20100628,71.2,17.8,80.1,62.4,5.2,5.5,6.5,5.3
GHCND:USW00094745,20100629,71.4,17.8,80.3,62.5,5.2,5.5,6.4,5.3
GHCND:USW00094745,20100630,71.6,17.8,80.5,62.7,5.2,5.5,6.4,5.2
GHCND:USW00094745,20100701,71.7,17.8,80.6,62.9,5.1,5.4,6.3,5.2
GHCND:USW00094745,20100702,71.9,17.8,80.8,63,5.1,5.4,6.3,5.2
GHCND:USW00094745,20100703,72,17.8,80.9,63.1,5.1,5.4,6.3,5.1
GHCND:USW00094745,20100704,72.2,17.8,81.1,63.3,5,5.3,6.2,5.1
GHCND:USW00094745,20100705,72.3,17.8,81.2,63.4,5,5.3,6.2,5.1
GHCND:USW00094745,20100706,72.4,17.8,81.3,63.5,5,5.3,6.2,5
GHCND:USW00094745,20100707,72.5,17.8,81.4,63.6,5,5.2,6.1,5
GHCND:USW00094745,20100708,72.6,17.8,81.5,63.7,5,5.2,6.1,5
GHCND:USW00094745,20100709,72.7,17.8,81.6,63.8,4.9,5.2,6.1,5
GHCND:USW00094745,20100710,72.7,17.8,81.6,63.8,4.9,5.2,6.1,5
GHCND:USW00094745,20100711,72.8,17.8,81.7,63.9,4.9,5.2,6.1,4.9
GHCND:USW00094745,20100712,72.9,17.8,81.7,64,4.9,5.1,6.1,4.9
GHCND:USW00094745,20100713,72.9,17.8,81.8,64,4.9,5.1,6.1,4.9
GHCND:USW00094745,20100714,72.9,17.8,81.8,64.1,4.9,5.1,6.1,4.9
GHCND:USW00094745,20100715,73,17.8,81.9,64.1,4.9,5.1,6.1,4.8
GHCND:USW00094745,20100716,73,17.8,81.9,64.1,4.9,5,6.1,4.8
GHCND:USW00094745,20100717,73,17.8,81.9,64.1,4.9,5,6.1,4.8
GHCND:USW00094745,20100718,73,17.7,81.9,64.2,4.8,5,6,4.8
GHCND:USW00094745,20100719,73,17.7,81.9,64.2,4.8,5,6,4.8
GHCND:USW00094745,20100720,73.1,17.7,81.9,64.2,4.8,5,6,4.7
GHCND:USW00094745,20100721,73.1,17.7,81.9,64.2,4.8,5,6,4.7
GHCND:USW00094745,20100722,73,17.7,81.9,64.2,4.8,4.9,6,4.7
GHCND:USW00094745,20100723,73,17.7,81.9,64.2,4.8,4.9,5.9,4.7
GHCND:USW00094745,20100724,73,17.6,81.8,64.2,4.8,4.9,5.9,4.7
GHCND:USW00094745,20100725,73,17.6,81.8,64.2,4.7,4.9,5.9,4.7
GHCND:USW00094745,20100726,73,17.6,81.8,64.2,4.7,4.9,5.9,4.7
GHCND:USW00094745,20100727,73,17.6,81.7,64.2,4.7,4.9,5.8,4.7
GHCND:USW00094745,20100728,72.9,17.5,81.7,64.2,4.7,4.9,5.8,4.7
GHCND:USW00094745,20100729,72.9,17.5,81.6,64.1,4.7,4.9,5.8,4.8
GHCND:USW00094745,20100730,72.9,17.5,81.6,64.1,4.7,4.9,5.8,4.8
GHCND:USW00094745,20100731,72.8,17.4,81.5,64.1,4.7,4.9,5.8,4.8
GHCND:USW00094745,20100801,72.8,17.4,81.5,64.1,4.8,4.9,5.8,4.8
GHCND:USW00094745,20100802,72.7,17.4,81.4,64.1,4.8,4.9,5.8,4.8
GHCND:USW00094745,20100803,72.7,17.3,81.4,64,4.8,4.9,5.8,4.9
GHCND:USW00094745,20100804,72.6,17.3,81.3,64,4.8,4.9,5.8,4.9
GHCND:USW00094745,20100805,72.6,17.3,81.2,63.9,4.8,4.9,5.8,4.9
GHCND:USW00094745,20100806,72.5,17.2,81.1,63.9,4.8,4.9,5.9,4.9
GHCND:USW00094745,20100807,72.5,17.2,81.1,63.9,4.8,5,5.9,5
GHCND:USW00094745,20100808,72.4,17.2,81,63.8,4.8,5,5.9,5
GHCND:USW00094745,20100809,72.3,17.1,80.9,63.8,4.9,5,5.9,5
GHCND:USW00094745,20100810,72.2,17.1,80.8,63.7,4.9,5,5.9,5.1
GHCND:USW00094745,20100811,72.2,17.1,80.7,63.6,4.9,5,5.9,5.1
GHCND:USW00094745,20100812,72.1,17,80.6,63.6,4.9,5.1,5.9,5.1
GHCND:USW00094745,20100813,72,17,80.5,63.5,4.9,5.1,5.9,5.2
GHCND:USW00094745,20100814,71.9,17,80.4,63.4,5,5.1,6,5.2
GHCND:USW00094745,20100815,71.8,16.9,80.3,63.3,5,5.1,6,5.3
GHCND:USW00094745,20100816,71.7,16.9,80.1,63.2,5,5.2,6,5.3
GHCND:USW00094745,20100817,71.6,16.9,80,63.1,5.1,5.2,6,5.3
GHCND:USW00094745,20100818,71.4,16.9,79.9,63,5.1,5.2,6.1,5.4
GHCND:USW00094745,20100819,71.3,16.9,79.7,62.9,5.1,5.3,6.1,5.4
GHCND:USW00094745,20100820,71.2,16.8,79.6,62.7,5.2,5.3,6.1,5.5
GHCND:USW00094745,20100821,71,16.8,79.4,62.6,5.2,5.3,6.2,5.5
GHCND:USW00094745,20100822,70.9,16.8,79.3,62.4,5.2,5.3,6.2,5.6
GHCND:USW00094745,20100823,70.7,16.8,79.1,62.3,5.3,5.4,6.2,5.6
GHCND:USW00094745,20100824,70.5,16.8,78.9,62.1,5.3,5.4,6.3,5.6
GHCND:USW00094745,20100825,70.3,16.8,78.7,61.9,5.3,5.4,6.3,5.7
